markers.gene	BCell	BCell@p_val_adj	DC	DC@p_val_adj	Endothelia	Endothelia@p_val_adj	Epithelia	Epithelia@p_val_adj	Fibroblast	Fibroblast@p_val_adj	Macrophage	Macrophage@p_val_adj	MastCell	MastCell@p_val_adj	Myofib	Myofib@p_val_adj	Neutrophil	Neutrophil@p_val_adj	pDC	pDC@p_val_adj	PlasmaCell	PlasmaCell@p_val_adj	TCell	TCell@p_val_adj
SEC61A1	NA	NA	NA	NA	NA	NA	0.615777309257616	3.11197375319683e-123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.656501146074865	9.95765003026078e-19	0.384855906277656	1.47141417859284e-26	NA	NA
SDC4	NA	NA	NA	NA	NA	NA	0.355706086096688	3.24650767877671e-123	NA	NA	0.720983338707208	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SIL1	NA	NA	NA	NA	NA	NA	0.269744181265419	1.39923986867975e-122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.418338542812777	1.21174568155936e-54	NA	NA
PDCD5	NA	NA	NA	NA	NA	NA	0.461770232674075	2.0255441017706e-122	NA	NA	NA	NA	NA	NA	0.282061538562843	1.67719563176422e-43	NA	NA	NA	NA	NA	NA	NA	NA
PUF60	NA	NA	NA	NA	NA	NA	0.565835451684814	7.45966891023388e-122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHID1	NA	NA	NA	NA	NA	NA	0.268996247718526	2.18341101880055e-121	0.361742444817798	4.48346247450017e-88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC57	NA	NA	NA	NA	NA	NA	0.384777851876949	2.84325741094145e-121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
THUMPD3	NA	NA	NA	NA	NA	NA	0.264006714587717	1.0347977233555e-120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPF2	NA	NA	NA	NA	NA	NA	0.351566091720876	1.91150002517109e-120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FARSA	NA	NA	NA	NA	NA	NA	0.270086293338502	2.46001907149372e-120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VKORC1L1	NA	NA	NA	NA	NA	NA	0.254810271219856	2.83386241144147e-120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFB7	NA	NA	NA	NA	NA	NA	0.570939593384584	9.27794995735148e-120	0.392871631834609	3.27766767888734e-86	NA	NA	NA	NA	0.437490394671479	1.21412288365638e-73	NA	NA	NA	NA	NA	NA	NA	NA
NME3	NA	NA	NA	NA	NA	NA	0.425497256210826	9.69580783663564e-120	NA	NA	NA	NA	NA	NA	0.296497376824796	3.06180921088813e-46	NA	NA	NA	NA	NA	NA	NA	NA
SLC35A3	NA	NA	NA	NA	NA	NA	0.289461328723994	6.71784250729159e-119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GMPPA	NA	NA	NA	NA	NA	NA	0.280538473113719	1.02328173178659e-118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPL26L1	NA	NA	NA	NA	NA	NA	0.276948905486677	2.8571254933004e-118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRHPR	NA	NA	NA	NA	NA	NA	0.439584581234291	3.13136852881378e-118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRDX5	NA	NA	NA	NA	NA	NA	0.616484449388696	4.91289976379864e-118	0.455281566036048	1.91999458687744e-76	NA	NA	NA	NA	NA	NA	0.398421729463345	1	NA	NA	NA	NA	NA	NA
C11orf1	NA	NA	NA	NA	NA	NA	0.273627833113931	1.62066624967786e-117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YIPF6	NA	NA	NA	NA	NA	NA	0.335966937297631	2.11681182967291e-117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P4HTM	NA	NA	NA	NA	NA	NA	0.268390355990521	3.39714060733501e-117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MLF2	NA	NA	NA	NA	NA	NA	0.529125695601779	1.85867146122758e-116	NA	NA	NA	NA	NA	NA	NA	NA	0.474690085948278	0.000191023839324022	NA	NA	NA	NA	NA	NA
MRPS18B	NA	NA	NA	NA	NA	NA	0.386471645866806	3.94202294154542e-116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERCC1	NA	NA	NA	NA	NA	NA	0.356374813608735	9.03013295829052e-116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.282833532681003	3.97871989962676e-10	NA	NA	NA	NA
SLC25A1	NA	NA	NA	NA	NA	NA	0.38072096880662	1.65476482154233e-115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YARS	NA	NA	NA	NA	NA	NA	0.457939169148774	2.08809277051709e-115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TIMM9	NA	NA	NA	NA	NA	NA	0.294157293249833	3.14357667159756e-115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TNFRSF12A	NA	NA	NA	NA	NA	NA	0.294391078569653	5.29540529894756e-115	NA	NA	NA	NA	0.582706661806794	2.77061353872618e-152	0.405879770822773	2.35826460652879e-100	NA	NA	NA	NA	NA	NA	NA	NA
PAK1IP1	NA	NA	NA	NA	NA	NA	0.259868834993582	6.76641889445621e-115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
QTRT1	NA	NA	NA	NA	NA	NA	0.319674953810686	1.8071821891544e-114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRKAG1	NA	NA	NA	NA	NA	NA	0.260666549517709	2.5949218860522e-114	0.300843405023182	1.77923001797861e-73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EDF1	NA	NA	NA	NA	NA	NA	0.783625971351438	5.37923700875963e-114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.459780970100051	7.36909827134522e-09	NA	NA	NA	NA
RPS18	NA	NA	NA	NA	NA	NA	0.495483339531809	6.34048229102387e-114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AK6	NA	NA	NA	NA	NA	NA	0.298346819976882	8.49178654762659e-114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DPM2	NA	NA	NA	NA	NA	NA	0.269057001118724	2.18806619874253e-113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EEF2	NA	NA	NA	NA	NA	NA	0.5449312918107	2.42531000163709e-112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPS15	NA	NA	NA	NA	NA	NA	0.460104892557061	6.22536042853481e-112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KIAA0368	NA	NA	NA	NA	NA	NA	0.413206654572415	1.55943764790311e-111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPCS	NA	NA	NA	NA	NA	NA	0.410593123170091	2.16961685064189e-111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM230	NA	NA	NA	NA	NA	NA	0.474022248276265	2.48743935380319e-111	0.351393332346689	1.52444510449578e-65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DYRK4	NA	NA	NA	NA	NA	NA	0.26500302697096	3.39522172260198e-111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM256	NA	NA	NA	NA	NA	NA	0.313883926184158	8.79224857907058e-111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PARK7	NA	NA	NA	NA	NA	NA	0.713756095511635	1.59966382299536e-110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.797474541573098	1.22425756181336e-32	NA	NA	NA	NA
TSTA3	NA	NA	NA	NA	NA	NA	0.308077895873396	4.82613207947169e-110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPL37A	NA	NA	NA	NA	NA	NA	0.453480868968354	5.22239031074749e-110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMED2	NA	NA	NA	NA	NA	NA	0.639150316802544	1.110141704672e-109	0.351620187880665	2.76221709467711e-62	NA	NA	NA	NA	NA	NA	NA	NA	0.45210978243836	3.75389106397271e-13	NA	NA	NA	NA
POLD2	NA	NA	NA	NA	NA	NA	0.260326320279288	3.06539812534045e-109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MARS	NA	NA	NA	NA	NA	NA	0.407321559492796	3.51842713042805e-109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPS14	NA	NA	NA	NA	NA	NA	0.328216881656184	6.16243459420053e-109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FKBP4	NA	NA	NA	NA	NA	NA	0.774105662096857	1.54128196547806e-108	NA	NA	0.312910144159815	1.64863409756427e-78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LSM3	NA	NA	NA	NA	NA	NA	0.478125975851582	2.30137599164365e-108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEAT1	NA	NA	NA	NA	NA	NA	0.793385984633855	4.14734737073417e-108	NA	NA	NA	NA	NA	NA	NA	NA	1.50706453940924	4.36448438964939e-110	NA	NA	NA	NA	NA	NA
PRKCI	NA	NA	NA	NA	NA	NA	0.295821862698224	6.99676359928541e-108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRRC1	NA	NA	NA	NA	NA	NA	0.316001330325556	1.06767668962839e-107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPL7A	NA	NA	NA	NA	NA	NA	0.48550209443116	1.44061980784491e-107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MINOS1P3	NA	NA	NA	NA	NA	NA	0.314741001231096	2.2476809962351e-107	0.291982954557849	9.66459830949461e-78	NA	NA	NA	NA	0.319403352748246	9.28028564635456e-53	NA	NA	NA	NA	NA	NA	NA	NA
UBA5	NA	NA	NA	NA	NA	NA	0.276191912049552	7.59314753914049e-107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPS19BP1	NA	NA	NA	NA	NA	NA	0.333731002094608	1.38201268522081e-106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABHD12	NA	NA	NA	NA	NA	NA	0.350457242332659	2.03760110623377e-106	NA	NA	0.596138094707098	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TXNDC17	NA	NA	NA	NA	NA	NA	0.364577418113012	2.47226510483139e-106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NAA20	NA	NA	NA	NA	NA	NA	0.31269836388494	3.27360793726585e-106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALKBH7	NA	NA	NA	NA	NA	NA	0.493730153034859	5.07197564688142e-106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COX7B	NA	NA	NA	NA	NA	NA	0.762387782637954	5.11951100315042e-106	NA	NA	NA	NA	NA	NA	0.488408983721434	1.44232089587921e-71	NA	NA	NA	NA	NA	NA	NA	NA
NSMCE2	NA	NA	NA	NA	NA	NA	0.286401110231701	5.66837967578492e-106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPL22L1	NA	NA	NA	NA	NA	NA	0.400123010878535	9.1630497075836e-106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP2C1	NA	NA	NA	NA	NA	NA	0.386733023386341	9.7114224811762e-106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EMG1	NA	NA	NA	NA	NA	NA	0.285555126140192	3.45780347497072e-105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRIM27	NA	NA	NA	NA	NA	NA	0.307695119624121	4.53331220929206e-105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAGN1	NA	NA	NA	NA	NA	NA	0.252448291548356	4.58234653024366e-105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COPS5	NA	NA	NA	NA	NA	NA	0.340679730489451	1.00402799274567e-104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SELENOS	NA	NA	NA	NA	NA	NA	0.567767935772499	4.99699378460972e-104	0.307029737826567	5.38223846952727e-64	NA	NA	NA	NA	NA	NA	NA	NA	0.744761715759732	2.78088871332004e-32	0.510678243484434	1.79307272749579e-40	NA	NA
NDUFB10	NA	NA	NA	NA	NA	NA	0.48745199926874	5.26375070406366e-104	NA	NA	NA	NA	NA	NA	0.29954839382815	7.44506717381352e-50	NA	NA	NA	NA	NA	NA	NA	NA
PTPA	NA	NA	NA	NA	NA	NA	0.291705017727141	1.62213220044064e-103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDIA4	NA	NA	NA	NA	NA	NA	0.386771963544773	3.75557633821612e-103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.313095343095872	2.21019694653969e-05	0.617066132889673	1.07668085936655e-51	NA	NA
MRPL42	NA	NA	NA	NA	NA	NA	0.345365334310077	7.2067831551115e-103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CTNNAL1	NA	NA	NA	NA	NA	NA	0.3197752842487	3.62668663721769e-102	NA	NA	NA	NA	NA	NA	0.325747961906959	1.83116249680953e-51	NA	NA	NA	NA	NA	NA	NA	NA
MON1B	NA	NA	NA	NA	NA	NA	0.405362687143025	6.73623916935752e-102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PSMC2	NA	NA	NA	NA	NA	NA	0.424599711406525	2.54644766507199e-101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UROD	NA	NA	NA	NA	NA	NA	0.303594655818711	3.20245754808092e-101	0.399882359890781	7.21162546296397e-113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SND1	NA	NA	NA	NA	NA	NA	0.479528051600084	4.72129799606034e-101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.512237796644198	1.60303523397838e-15	NA	NA	NA	NA
TMX2	NA	NA	NA	NA	NA	NA	0.36514272751549	5.73530252585748e-101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFS6	NA	NA	NA	NA	NA	NA	0.575418888021085	8.24070101129269e-101	NA	NA	NA	NA	NA	NA	0.319752003427868	4.36981280955706e-42	NA	NA	NA	NA	NA	NA	NA	NA
POLR2K	NA	NA	NA	NA	NA	NA	0.429093942749028	4.21330013909715e-100	NA	NA	NA	NA	0.271355909539856	2.11558124021887e-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRRC59	NA	NA	NA	NA	NA	NA	0.254027033462434	1.29912105514724e-99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.339234720556316	3.06330909787416e-06	NA	NA	NA	NA
ATP5D	NA	NA	NA	NA	NA	NA	0.56613311415825	3.01325974255986e-99	NA	NA	NA	NA	NA	NA	0.319162012510244	1.56365796660311e-40	NA	NA	NA	NA	NA	NA	NA	NA
SERGEF	NA	NA	NA	NA	NA	NA	0.25400396840204	5.97649862833475e-99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BTF3L4	NA	NA	NA	NA	NA	NA	0.26744267486916	9.52421168036735e-99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFB3	NA	NA	NA	NA	NA	NA	0.41163073771782	9.60201781663984e-99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DEGS1	NA	NA	NA	NA	NA	NA	0.58456625341807	2.1702884192899e-98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTUD6B-AS1	NA	NA	NA	NA	NA	NA	0.314969513286897	3.17638553590595e-98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RCC1	NA	NA	NA	NA	NA	NA	0.303247662444723	3.25538072672614e-98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MANF	NA	NA	NA	NA	NA	NA	0.570808830945538	5.05488431524527e-98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.407588767550601	6.6217323229681e-12	0.406498243258834	4.51233963310775e-32	NA	NA
MRPL21	NA	NA	NA	NA	NA	NA	0.314153218240353	5.34397508714576e-98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CUEDC2	NA	NA	NA	NA	NA	NA	0.272370985663756	6.49187504054081e-98	0.268801880637805	2.70392614064254e-62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFC2	NA	NA	NA	NA	NA	NA	0.31821165708293	8.01387561757886e-98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNRPC	NA	NA	NA	NA	NA	NA	0.472724024394688	8.07173745178291e-98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTF2A2	NA	NA	NA	NA	NA	NA	0.389835655965799	7.21323538027408e-97	NA	NA	NA	NA	NA	NA	0.262798568212259	4.99287429149307e-40	NA	NA	NA	NA	NA	NA	NA	NA
TMEM208	NA	NA	NA	NA	NA	NA	0.319549493397305	1.17471443165753e-96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL54	NA	NA	NA	NA	NA	NA	0.34997331789604	1.38520284907388e-96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZCRB1	NA	NA	NA	NA	NA	NA	0.379981526721005	1.90650427277278e-96	0.305879856450855	1.41714983458273e-69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNHG17	NA	NA	NA	NA	NA	NA	0.304100902776762	2.095711180163e-96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABHD2	NA	NA	NA	NA	NA	NA	0.610105798298129	4.17043683831906e-96	0.267844813796538	6.7393262762673e-44	NA	NA	0.418552700535259	7.94356699835303e-56	0.625319417512514	1.92072298214139e-106	0.72768199384489	4.77180689117674e-17	NA	NA	NA	NA	NA	NA
TXN2	NA	NA	NA	NA	NA	NA	0.428343747014803	6.55039303103533e-96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.373654958333175	6.70656624563667e-05	NA	NA	NA	NA
HSP90AB1	NA	NA	NA	NA	NA	NA	0.371488777341902	4.14162871748097e-95	NA	NA	NA	NA	0.452937412851469	2.57951931403195e-82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL3	NA	NA	NA	NA	NA	NA	0.28451663350339	5.05988229293645e-95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FH	NA	NA	NA	NA	NA	NA	0.285101810226324	5.81230388905819e-95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IMPAD1	NA	NA	NA	NA	NA	NA	0.309224149065815	8.14500750943374e-95	NA	NA	NA	NA	NA	NA	0.386998093259424	4.09642653944566e-63	NA	NA	NA	NA	NA	NA	NA	NA
GARS	NA	NA	NA	NA	NA	NA	0.477617710926298	2.99824282351714e-94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRP19	NA	NA	NA	NA	NA	NA	0.363379772416723	4.15585277616441e-94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RUVBL1	NA	NA	NA	NA	NA	NA	0.315971158217955	5.48864491548107e-94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFB1P1	NA	NA	NA	NA	NA	NA	0.271347723787845	5.59524574548158e-94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC35B1	NA	NA	NA	NA	NA	NA	0.292613945703869	5.65119442425344e-94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EBAG9	NA	NA	NA	NA	NA	NA	0.260951299599102	6.04595274101242e-94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMED9	NA	NA	NA	NA	NA	NA	0.540022815818719	6.84811517732597e-94	0.459139582527517	1.03633370094509e-68	NA	NA	NA	NA	NA	NA	NA	NA	0.276628802044541	0.100423861744139	0.449824976548877	2.09816892901034e-32	NA	NA
MEAF6	NA	NA	NA	NA	NA	NA	0.489118950071222	8.64499493962248e-94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFA6	NA	NA	NA	NA	NA	NA	0.491142182871848	1.17664455789081e-93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XAB2	NA	NA	NA	NA	NA	NA	0.255966050618592	1.27558512361903e-93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AURKAIP1	NA	NA	NA	NA	NA	NA	0.414190865450667	1.35485152408867e-93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RARS	NA	NA	NA	NA	NA	NA	0.343610092521106	2.56275458583775e-93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
COPE	NA	NA	NA	NA	NA	NA	0.628351768369784	3.48372078829637e-93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.537508427623255	8.32451202786274e-13	NA	NA	NA	NA
IARS	NA	NA	NA	NA	NA	NA	0.332865425447991	3.89807839322677e-93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AIMP1	NA	NA	NA	NA	NA	NA	0.352519613222928	5.02597690352487e-93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFB11	NA	NA	NA	NA	NA	NA	0.605466113875551	5.18411734854212e-93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAD23B	NA	NA	NA	NA	NA	NA	0.507599579395826	8.34817315958743e-93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BCCIP	NA	NA	NA	NA	NA	NA	0.306886736051359	8.37400869006691e-93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AKAP1	NA	NA	NA	NA	NA	NA	0.339871006715069	1.3284206630353e-92	NA	NA	NA	NA	NA	NA	0.526929329760652	7.03969157911521e-104	NA	NA	NA	NA	NA	NA	NA	NA
NARS	NA	NA	NA	NA	NA	NA	0.456383498780368	1.83016308071862e-92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STK39	NA	NA	NA	NA	NA	NA	0.305622308803825	7.42724915993981e-92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.261362679875644	4.9288711797083e-08
LAMTOR5	NA	NA	NA	NA	NA	NA	0.490612672232269	1.00344730375389e-91	NA	NA	NA	NA	NA	NA	NA	NA	0.391544060662439	1	NA	NA	NA	NA	NA	NA
PIAS2	NA	NA	NA	NA	NA	NA	0.258336483981871	1.12765993791896e-91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A11	NA	NA	NA	NA	NA	NA	0.264552813406541	1.20300447062485e-91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEC13	NA	NA	NA	NA	NA	NA	0.411349522387599	2.6582082232143e-91	0.351258554358958	5.25088387488833e-79	NA	NA	NA	NA	NA	NA	NA	NA	0.338233841141523	2.00232634067923e-05	NA	NA	NA	NA
SLC1A5	NA	NA	NA	NA	NA	NA	0.578867466171392	5.28102807055543e-91	NA	NA	NA	NA	0.73047200665275	5.66278236228569e-148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERP1	NA	NA	NA	NA	NA	NA	0.659877450302982	6.19140108803386e-91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29249616470598	9.23226248297026e-05	NA	NA	NA	NA
PRPF19	NA	NA	NA	NA	NA	NA	0.251605855495302	6.20496982909141e-91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AIG1	NA	NA	NA	NA	NA	NA	0.27993504182179	1.02473577262584e-90	NA	NA	NA	NA	NA	NA	0.654721614882788	2.81229051904772e-200	NA	NA	NA	NA	NA	NA	NA	NA
TMCC1	NA	NA	NA	NA	NA	NA	0.268984532196312	1.14497734213679e-90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSS	NA	NA	NA	NA	NA	NA	0.265891038396196	9.30639039535616e-90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCAMP3	NA	NA	NA	NA	NA	NA	0.303006088626506	1.37445122599695e-89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WWP1	NA	NA	NA	NA	NA	NA	0.398919324607061	1.87952474314541e-89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.255756418178852	0.829412124746105
MRPS15	NA	NA	NA	NA	NA	NA	0.295437978517256	1.90498457430691e-89	0.267060929537852	1.12634082069401e-56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAB3GAP1	NA	NA	NA	NA	NA	NA	0.334641864808954	2.48083669813477e-89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
